Market,Date,Total Spend
BE,2024-06-23,458.69
,2024-06-23,0.32
CA,2024-06-23,210.21
KY,2024-06-23,2.21
HR,2024-06-23,9.88
CZ,2024-06-23,160.47
DK,2024-06-23,135.12
EE,2024-06-23,2.1
FI,2024-06-23,270.14
FR,2024-06-23,959.75
DE,2024-06-23,1660.72
GR,2024-06-23,199.16
HK,2024-06-23,40.17
IS,2024-06-23,3.26
IE,2024-06-23,82.23
IT,2024-06-23,737.77
JP,2024-06-23,50.58
KR,2024-06-23,53.52
LV,2024-06-23,3.58
LT,2024-06-23,7.15
LU,2024-06-23,15.77
MV,2024-06-23,1.79
NL,2024-06-23,716.11
NZ,2024-06-23,9.36
NO,2024-06-23,51.21
PL,2024-06-23,5.99
PT,2024-06-23,109.36
LC,2024-06-23,0.42
,2024-06-23,0.74
SG,2024-06-23,27.45
ES,2024-06-23,627.15
SE,2024-06-23,2413.11
CH,2024-06-23,144.06
TW,2024-06-23,25.34
,2024-06-23,0.74
AE,2024-06-23,95.27
GB,2024-06-23,5309.93
US,2024-06-23,24789.33
DE,2024-06-17,0.0
GB,2024-06-17,0.0
US,2024-06-17,0.0
GB,2024-06-18,0.0
US,2024-06-18,0.0
GB,2024-06-19,0.0
US,2024-06-19,0.0
PT,2024-06-20,0.0
GB,2024-06-20,0.0
US,2024-06-20,0.0
US,2024-06-21,0.0
US,2024-06-22,0.0
BE,2024-06-24,25.56
HR,2024-06-24,1.05
CZ,2024-06-24,19.07
DK,2024-06-24,37.09
FI,2024-06-24,7.12
FR,2024-06-24,71.34
DE,2024-06-24,178.83
GR,2024-06-24,0.1
IT,2024-06-24,18.33
LT,2024-06-24,2.51
LU,2024-06-24,0.21
NL,2024-06-24,10.9
NO,2024-06-24,17.39
PT,2024-06-24,2.1
SK,2024-06-24,0.1
SI,2024-06-24,0.1
ES,2024-06-24,13.83
SE,2024-06-24,374.73
CH,2024-06-24,10.27
GB,2024-06-24,513.43
US,2024-06-24,925.88
AT,2024-06-25,13.25
BE,2024-06-25,4.73
HR,2024-06-25,0.21
CZ,2024-06-25,0.0
DK,2024-06-25,8.62
FI,2024-06-25,3.05
FR,2024-06-25,33.43
DE,2024-06-25,364.6
GR,2024-06-25,14.09
IT,2024-06-25,4.21
LV,2024-06-25,0.11
LT,2024-06-25,5.89
MT,2024-06-25,0.0
NL,2024-06-25,1.16
NO,2024-06-25,4.73
PT,2024-06-25,2.84
SK,2024-06-25,0.11
SI,2024-06-25,0.11
ES,2024-06-25,0.53
SE,2024-06-25,771.68
CH,2024-06-25,19.03
GB,2024-06-25,1029.05
US,2024-06-25,1371.37
AT,2024-06-26,4.87
BE,2024-06-26,7.72
HR,2024-06-26,6.14
CZ,2024-06-26,3.07
DK,2024-06-26,71.1
FI,2024-06-26,9.84
FR,2024-06-26,62.11
DE,2024-06-26,476.35
GR,2024-06-26,4.23
IT,2024-06-26,8.46
LT,2024-06-26,0.0
NL,2024-06-26,12.91
NO,2024-06-26,19.36
PT,2024-06-26,0.95
SI,2024-06-26,0.0
ES,2024-06-26,39.57
SE,2024-06-26,1005.29
CH,2024-06-26,13.44
GB,2024-06-26,1039.68
US,2024-06-26,1319.97
AT,2024-06-27,4.25
BE,2024-06-27,22.0
HR,2024-06-27,0.11
CZ,2024-06-27,0.0
DK,2024-06-27,22.22
FI,2024-06-27,2.98
FR,2024-06-27,70.05
DE,2024-06-27,1150.11
GR,2024-06-27,1.7
IT,2024-06-27,18.18
LV,2024-06-27,0.64
LT,2024-06-27,3.83
NL,2024-06-27,5.95
NO,2024-06-27,8.93
PT,2024-06-27,8.29
SI,2024-06-27,0.0
ES,2024-06-27,5.95
SE,2024-06-27,1000.23
CH,2024-06-27,8.4
GB,2024-06-27,1004.8
US,2024-06-27,1318.9
AT,2024-06-28,30.14
BE,2024-06-28,1.17
HR,2024-06-28,0.11
CZ,2024-06-28,0.11
DK,2024-06-28,26.0
FI,2024-06-28,3.71
FR,2024-06-28,21.12
DE,2024-06-28,2013.09
GR,2024-06-28,11.35
IT,2024-06-28,16.24
LV,2024-06-28,0.11
LT,2024-06-28,0.11
MT,2024-06-28,4.03
NL,2024-06-28,5.09
NO,2024-06-28,13.05
PT,2024-06-28,0.85
SK,2024-06-28,5.94
ES,2024-06-28,30.03
SE,2024-06-28,1022.94
CH,2024-06-28,10.4
GB,2024-06-28,1069.74
US,2024-06-28,1335.44
AT,2024-06-29,7.96
BE,2024-06-29,0.42
CZ,2024-06-29,18.25
DK,2024-06-29,44.99
FI,2024-06-29,2.76
FR,2024-06-29,58.89
DE,2024-06-29,1633.63
GR,2024-06-29,6.79
IT,2024-06-29,3.71
LT,2024-06-29,0.0
LU,2024-06-29,0.11
NL,2024-06-29,33.32
NO,2024-06-29,51.15
PT,2024-06-29,5.52
SK,2024-06-29,0.74
ES,2024-06-29,0.74
SE,2024-06-29,1011.9
CH,2024-06-29,27.17
GB,2024-06-29,951.21
US,2024-06-29,1035.04
AT,2024-06-30,0.21
BE,2024-06-30,8.77
HR,2024-06-30,0.11
CZ,2024-06-30,2.01
DK,2024-06-30,43.87
FI,2024-06-30,11.31
FR,2024-06-30,30.87
DE,2024-06-30,656.43
GR,2024-06-30,5.5
IT,2024-06-30,6.03
NL,2024-06-30,15.86
NO,2024-06-30,20.72
PT,2024-06-30,0.32
ES,2024-06-30,4.65
SE,2024-06-30,1005.16
CH,2024-06-30,23.04
GB,2024-06-30,497.45
US,2024-06-30,576.52
AG,2024-06-24,0.63
AW,2024-06-24,1.36
AU,2024-06-24,290.61
AT,2024-06-24,371.48
BS,2024-06-24,3.56
BB,2024-06-24,0.42
BE,2024-06-24,537.74
,2024-06-24,0.73
CA,2024-06-24,287.46
KY,2024-06-24,1.15
HR,2024-06-24,13.83
CZ,2024-06-24,214.76
DK,2024-06-24,149.81
EE,2024-06-24,4.82
FI,2024-06-24,325.18
FR,2024-06-24,984.23
DE,2024-06-24,1505.21
GR,2024-06-24,287.88
HK,2024-06-24,65.48
IS,2024-06-24,6.18
IE,2024-06-24,115.55
IT,2024-06-24,823.21
JP,2024-06-24,64.64
KR,2024-06-24,59.71
LV,2024-06-24,4.09
LT,2024-06-24,16.97
LU,2024-06-24,12.99
MV,2024-06-24,2.3
NL,2024-06-24,832.54
NZ,2024-06-24,10.27
NO,2024-06-24,75.64
PL,2024-06-24,14.46
PT,2024-06-24,157.25
LC,2024-06-24,0.42
,2024-06-24,0.31
SG,2024-06-24,39.6
ES,2024-06-24,772.09
SE,2024-06-24,2959.6
CH,2024-06-24,138.18
TW,2024-06-24,43.37
,2024-06-24,1.05
AE,2024-06-24,120.37
GB,2024-06-24,5546.05
US,2024-06-24,14534.54
AG,2024-06-25,0.84
AW,2024-06-25,2.84
AU,2024-06-25,355.35
AT,2024-06-25,386.68
BS,2024-06-25,5.47
BB,2024-06-25,1.05
BE,2024-06-25,518.42
,2024-06-25,0.84
CA,2024-06-25,320.76
KY,2024-06-25,2.31
HR,2024-06-25,13.88
CZ,2024-06-25,189.98
DK,2024-06-25,147.5
EE,2024-06-25,5.57
FI,2024-06-25,414.96
FR,2024-06-25,1058.91
DE,2024-06-25,1606.03
GR,2024-06-25,340.0
HK,2024-06-25,100.82
IS,2024-06-25,9.57
IE,2024-06-25,117.22
IT,2024-06-25,892.17
JP,2024-06-25,81.79
KR,2024-06-25,93.46
LV,2024-06-25,6.52
LT,2024-06-25,20.4
LU,2024-06-25,19.45
MV,2024-06-25,2.1
NL,2024-06-25,863.47
NZ,2024-06-25,15.56
NO,2024-06-25,93.88
PL,2024-06-25,16.3
PT,2024-06-25,212.16
LC,2024-06-25,0.32
,2024-06-25,0.95
SG,2024-06-25,56.14
ES,2024-06-25,818.26
SE,2024-06-25,3209.95
CH,2024-06-25,116.28
TW,2024-06-25,62.76
,2024-06-25,0.74
AE,2024-06-25,143.19
GB,2024-06-25,6186.93
US,2024-06-25,15622.18
,2024-06-25,0.21
AG,2024-06-26,0.85
AW,2024-06-26,0.95
AU,2024-06-26,374.67
AT,2024-06-26,328.22
BS,2024-06-26,2.96
BB,2024-06-26,1.06
BE,2024-06-26,463.23
,2024-06-26,0.63
CA,2024-06-26,351.18
KY,2024-06-26,1.59
HR,2024-06-26,8.15
CZ,2024-06-26,155.12
DK,2024-06-26,127.71
EE,2024-06-26,4.97
FI,2024-06-26,374.03
FR,2024-06-26,1203.15
DE,2024-06-26,1755.79
GR,2024-06-26,302.19
HK,2024-06-26,82.85
IS,2024-06-26,8.99
IE,2024-06-26,139.14
IT,2024-06-26,758.76
JP,2024-06-26,75.12
KR,2024-06-26,89.94
LV,2024-06-26,2.75
LT,2024-06-26,8.57
LU,2024-06-26,13.44
MV,2024-06-26,1.8
NL,2024-06-26,861.18
NZ,2024-06-26,12.17
NO,2024-06-26,89.3
PL,2024-06-26,8.25
PT,2024-06-26,186.86
LC,2024-06-26,0.42
,2024-06-26,1.38
SG,2024-06-26,45.5
ES,2024-06-26,771.24
SE,2024-06-26,3159.77
CH,2024-06-26,130.04
TW,2024-06-26,45.39
,2024-06-26,0.21
AE,2024-06-26,97.34
GB,2024-06-26,6149.51
US,2024-06-26,15141.06
,2024-06-26,0.21
AG,2024-06-27,0.85
AW,2024-06-27,0.53
AU,2024-06-27,316.55
AT,2024-06-27,397.01
BS,2024-06-27,0.96
BB,2024-06-27,0.32
BE,2024-06-27,538.81
,2024-06-27,0.21
CA,2024-06-27,294.22
KY,2024-06-27,1.17
HR,2024-06-27,10.42
CZ,2024-06-27,208.12
DK,2024-06-27,222.58
EE,2024-06-27,7.44
FI,2024-06-27,426.88
FR,2024-06-27,1318.8
DE,2024-06-27,1934.24
GR,2024-06-27,325.9
HK,2024-06-27,79.3
IS,2024-06-27,13.18
IE,2024-06-27,155.62
IT,2024-06-27,786.79
JP,2024-06-27,79.61
KR,2024-06-27,82.91
LV,2024-06-27,6.27
LT,2024-06-27,18.92
LU,2024-06-27,16.58
MV,2024-06-27,0.53
NL,2024-06-27,943.9
NZ,2024-06-27,14.03
NO,2024-06-27,131.7
PL,2024-06-27,24.87
PT,2024-06-27,170.82
LC,2024-06-27,0.11
,2024-06-27,0.96
SG,2024-06-27,39.86
ES,2024-06-27,876.51
SE,2024-06-27,4952.58
CH,2024-06-27,176.45
TW,2024-06-27,52.4
,2024-06-27,0.43
AE,2024-06-27,118.09
GB,2024-06-27,6436.14
US,2024-06-27,15239.88
AG,2024-06-28,0.42
AW,2024-06-28,0.64
AU,2024-06-28,517.2
AT,2024-06-28,479.0
BS,2024-06-28,0.42
BB,2024-06-28,0.74
BE,2024-06-28,612.7
,2024-06-28,0.53
CA,2024-06-28,489.72
KY,2024-06-28,0.85
HR,2024-06-28,12.1
CZ,2024-06-28,245.55
DK,2024-06-28,376.39
EE,2024-06-28,13.69
FI,2024-06-28,557.2
FR,2024-06-28,1517.75
DE,2024-06-28,3359.25
GR,2024-06-28,398.56
HK,2024-06-28,189.31
IS,2024-06-28,36.18
IE,2024-06-28,172.75
IT,2024-06-28,943.25
JP,2024-06-28,148.56
KR,2024-06-28,146.97
LV,2024-06-28,20.69
LT,2024-06-28,64.73
LU,2024-06-28,19.21
MV,2024-06-28,1.59
NL,2024-06-28,1193.15
NZ,2024-06-28,32.58
NO,2024-06-28,216.58
PL,2024-06-28,72.26
PT,2024-06-28,215.73
LC,2024-06-28,0.53
,2024-06-28,0.74
SG,2024-06-28,107.81
ES,2024-06-28,1158.66
SE,2024-06-28,8596.19
CH,2024-06-28,287.14
TW,2024-06-28,117.47
,2024-06-28,0.11
AE,2024-06-28,196.84
GB,2024-06-28,9848.86
US,2024-06-28,21574.99
AG,2024-06-29,0.42
AW,2024-06-29,0.32
AU,2024-06-29,639.76
AT,2024-06-29,462.98
BS,2024-06-29,1.17
BB,2024-06-29,0.11
BE,2024-06-29,626.39
,2024-06-29,0.21
CA,2024-06-29,386.89
KY,2024-06-29,1.06
HR,2024-06-29,9.87
CZ,2024-06-29,217.43
DK,2024-06-29,343.07
EE,2024-06-29,18.36
FI,2024-06-29,586.07
FR,2024-06-29,1606.88
DE,2024-06-29,2844.28
GR,2024-06-29,416.29
GG,2024-06-29,0.21
HK,2024-06-29,198.75
HU,2024-06-29,0.53
IS,2024-06-29,14.96
IE,2024-06-29,196.2
IM,2024-06-29,0.0
IL,2024-06-29,2.55
IT,2024-06-29,1015.83
JP,2024-06-29,203.63
JE,2024-06-29,0.11
KR,2024-06-29,169.04
KW,2024-06-29,1.38
LV,2024-06-29,18.78
LT,2024-06-29,41.7
LU,2024-06-29,19.63
MV,2024-06-29,2.87
MT,2024-06-29,0.21
MC,2024-06-29,0.11
NL,2024-06-29,1134.57
NZ,2024-06-29,36.5
NO,2024-06-29,199.71
OM,2024-06-29,0.0
PL,2024-06-29,68.23
PT,2024-06-29,217.64
QA,2024-06-29,1.7
LC,2024-06-29,0.32
,2024-06-29,0.32
RS,2024-06-29,0.0
SG,2024-06-29,169.46
SK,2024-06-29,0.42
SI,2024-06-29,0.32
ZA,2024-06-29,1.06
ES,2024-06-29,1157.07
SE,2024-06-29,7219.25
CH,2024-06-29,266.45
TW,2024-06-29,129.99
,2024-06-29,0.21
AE,2024-06-29,231.97
GB,2024-06-29,9785.73
US,2024-06-29,19168.96
AG,2024-06-30,0.21
AW,2024-06-30,1.16
AU,2024-06-30,499.99
AT,2024-06-30,509.93
BS,2024-06-30,2.11
BB,2024-06-30,0.74
BE,2024-06-30,625.15
,2024-06-30,0.32
CA,2024-06-30,280.33
KY,2024-06-30,2.64
HR,2024-06-30,31.61
CZ,2024-06-30,214.16
DK,2024-06-30,321.03
EE,2024-06-30,10.36
FI,2024-06-30,415.85
FR,2024-06-30,1458.11
DE,2024-06-30,2644.02
GR,2024-06-30,361.73
GG,2024-06-30,1.9
HK,2024-06-30,133.3
HU,2024-06-30,27.17
IS,2024-06-30,13.0
IE,2024-06-30,160.36
IM,2024-06-30,0.21
IL,2024-06-30,153.17
IT,2024-06-30,792.27
JP,2024-06-30,105.39
JE,2024-06-30,1.16
KR,2024-06-30,93.44
KW,2024-06-30,154.86
LV,2024-06-30,12.26
LI,2024-06-30,0.42
LT,2024-06-30,25.26
LU,2024-06-30,43.87
MO,2024-06-30,2.54
MV,2024-06-30,3.07
MT,2024-06-30,9.72
MC,2024-06-30,5.5
NL,2024-06-30,1067.0
NZ,2024-06-30,17.55
NO,2024-06-30,147.46
OM,2024-06-30,4.97
PL,2024-06-30,30.65
PT,2024-06-30,190.27
QA,2024-06-30,47.25
LC,2024-06-30,0.63
,2024-06-30,0.53
RS,2024-06-30,13.74
SG,2024-06-30,94.4
SK,2024-06-30,19.34
SI,2024-06-30,16.91
ZA,2024-06-30,44.71
ES,2024-06-30,950.93
SE,2024-06-30,6413.29
CH,2024-06-30,270.18
TW,2024-06-30,60.25
,2024-06-30,0.32
AE,2024-06-30,201.16
GB,2024-06-30,6916.45
US,2024-06-30,24172.43
US,2024-06-24,0.0
IT,2024-06-25,0.0
PT,2024-06-25,0.0
US,2024-06-25,0.0
PT,2024-06-26,0.0
US,2024-06-26,0.0
DE,2024-06-27,0.0
PT,2024-06-27,0.0
GB,2024-06-27,0.0
US,2024-06-27,0.0
FR,2024-06-28,0.0
IT,2024-06-28,0.0
PT,2024-06-28,0.0
GB,2024-06-28,0.0
US,2024-06-28,0.0
FR,2024-06-29,0.0
GB,2024-06-29,0.0
US,2024-06-29,0.0
US,2024-06-30,0.0
BE,2024-07-01,18.06
CZ,2024-07-01,0.0
DK,2024-07-01,44.2
FI,2024-07-01,9.99
FR,2024-07-01,40.59
DE,2024-07-01,690.17
GR,2024-07-01,6.16
IT,2024-07-01,19.02
LV,2024-07-01,0.32
LT,2024-07-01,0.0
LU,2024-07-01,0.11
NL,2024-07-01,29.11
NO,2024-07-01,20.19
PT,2024-07-01,0.21
SK,2024-07-01,0.21
SI,2024-07-01,9.67
ES,2024-07-01,4.04
SE,2024-07-01,491.07
CH,2024-07-01,1.17
GB,2024-07-01,435.18
US,2024-07-01,643.21
AT,2024-07-02,8.14
BE,2024-07-02,20.41
HR,2024-07-02,5.39
CZ,2024-07-02,3.91
DK,2024-07-02,30.03
FI,2024-07-02,8.99
FR,2024-07-02,40.82
DE,2024-07-02,649.11
GR,2024-07-02,4.97
IT,2024-07-02,6.03
NL,2024-07-02,15.33
NO,2024-07-02,10.15
PT,2024-07-02,18.4
SK,2024-07-02,0.11
SI,2024-07-02,0.0
ES,2024-07-02,2.54
SE,2024-07-02,570.33
CH,2024-07-02,4.97
GB,2024-07-02,336.4
US,2024-07-02,346.55
AT,2024-07-03,0.1
BE,2024-07-03,10.6
HR,2024-07-03,8.39
CZ,2024-07-03,1.57
DK,2024-07-03,27.28
FI,2024-07-03,0.1
FR,2024-07-03,52.98
DE,2024-07-03,552.55
GR,2024-07-03,6.29
IT,2024-07-03,4.62
LV,2024-07-03,0.0
LT,2024-07-03,6.4
LU,2024-07-03,0.21
NL,2024-07-03,16.58
NO,2024-07-03,15.0
PT,2024-07-03,0.52
SK,2024-07-03,0.0
SI,2024-07-03,0.84
ES,2024-07-03,25.28
SE,2024-07-03,504.08
CH,2024-07-03,0.31
GB,2024-07-03,385.75
US,2024-07-03,604.37
AT,2024-07-04,31.73
BE,2024-07-04,7.99
HR,2024-07-04,0.0
CZ,2024-07-04,0.0
DK,2024-07-04,20.8
FI,2024-07-04,6.62
FR,2024-07-04,87.21
DE,2024-07-04,451.72
GR,2024-07-04,5.04
IT,2024-07-04,6.83
LV,2024-07-04,1.79
LT,2024-07-04,0.0
NL,2024-07-04,17.34
NO,2024-07-04,17.44
PT,2024-07-04,0.11
ES,2024-07-04,41.29
SE,2024-07-04,397.82
CH,2024-07-04,11.45
GB,2024-07-04,866.98
US,2024-07-04,893.98
AT,2024-07-05,0.21
BE,2024-07-05,1.03
HR,2024-07-05,0.1
DK,2024-07-05,26.47
FI,2024-07-05,7.76
FR,2024-07-05,36.29
DE,2024-07-05,263.27
GR,2024-07-05,0.31
IT,2024-07-05,9.62
LV,2024-07-05,1.03
LT,2024-07-05,0.0
LU,2024-07-05,0.93
NL,2024-07-05,19.34
NO,2024-07-05,25.23
PT,2024-07-05,4.76
ES,2024-07-05,4.76
SE,2024-07-05,260.68
CH,2024-07-05,6.1
GB,2024-07-05,624.67
US,2024-07-05,1050.79
AT,2024-07-06,9.0
BE,2024-07-06,8.79
HR,2024-07-06,0.0
CZ,2024-07-06,0.31
DK,2024-07-06,4.34
FI,2024-07-06,10.24
FR,2024-07-06,24.71
DE,2024-07-06,357.26
GR,2024-07-06,0.72
IT,2024-07-06,3.93
LV,2024-07-06,3.72
LT,2024-07-06,0.0
LU,2024-07-06,0.93
NL,2024-07-06,13.34
NO,2024-07-06,11.27
PT,2024-07-06,0.41
SI,2024-07-06,3.31
ES,2024-07-06,4.24
SE,2024-07-06,340.41
CH,2024-07-06,9.2
GB,2024-07-06,651.76
US,2024-07-06,1454.38
AT,2024-07-07,12.91
BE,2024-07-07,19.31
HR,2024-07-07,0.1
CZ,2024-07-07,0.0
DK,2024-07-07,24.14
FI,2024-07-07,4.72
FR,2024-07-07,72.83
DE,2024-07-07,583.29
GR,2024-07-07,1.57
IT,2024-07-07,19.52
LV,2024-07-07,6.09
LT,2024-07-07,0.21
NL,2024-07-07,16.16
NO,2024-07-07,19.0
PT,2024-07-07,0.0
SI,2024-07-07,1.47
ES,2024-07-07,20.15
SE,2024-07-07,318.51
CH,2024-07-07,39.35
GB,2024-07-07,476.66
US,2024-07-07,1147.37
AG,2024-07-01,0.74
AW,2024-07-01,0.96
AU,2024-07-01,466.63
AT,2024-07-01,494.68
BS,2024-07-01,2.12
BB,2024-07-01,0.96
BE,2024-07-01,631.63
,2024-07-01,0.42
CA,2024-07-01,347.64
KY,2024-07-01,4.57
HR,2024-07-01,25.29
CZ,2024-07-01,205.16
DK,2024-07-01,334.36
EE,2024-07-01,11.79
FI,2024-07-01,430.4
FR,2024-07-01,1442.07
DE,2024-07-01,2319.35
GR,2024-07-01,339.99
GG,2024-07-01,1.17
HK,2024-07-01,135.46
HU,2024-07-01,25.61
IS,2024-07-01,14.45
IE,2024-07-01,151.93
IM,2024-07-01,0.42
IL,2024-07-01,73.95
IT,2024-07-01,832.12
JP,2024-07-01,78.09
JE,2024-07-01,0.85
KR,2024-07-01,58.44
KW,2024-07-01,73.52
LV,2024-07-01,10.2
LI,2024-07-01,0.42
LT,2024-07-01,27.94
LU,2024-07-01,36.76
MO,2024-07-01,2.12
MV,2024-07-01,2.66
MT,2024-07-01,4.46
MC,2024-07-01,2.02
NL,2024-07-01,1139.8
NZ,2024-07-01,15.62
NO,2024-07-01,177.54
OM,2024-07-01,1.91
PL,2024-07-01,25.61
PT,2024-07-01,184.97
QA,2024-07-01,20.51
LC,2024-07-01,0.53
,2024-07-01,0.74
RS,2024-07-01,14.77
SG,2024-07-01,76.5
SK,2024-07-01,13.49
SI,2024-07-01,18.38
ZA,2024-07-01,25.18
ES,2024-07-01,937.62
SE,2024-07-01,6054.52
CH,2024-07-01,248.3
TW,2024-07-01,46.75
,2024-07-01,0.42
AE,2024-07-01,192.2
GB,2024-07-01,6832.45
US,2024-07-01,23482.55
AG,2024-07-02,0.74
AW,2024-07-02,1.27
AU,2024-07-02,479.48
AT,2024-07-02,425.55
BS,2024-07-02,1.59
BB,2024-07-02,2.01
BE,2024-07-02,599.62
,2024-07-02,0.95
CA,2024-07-02,414.02
KY,2024-07-02,2.96
HR,2024-07-02,23.16
CZ,2024-07-02,213.2
DK,2024-07-02,319.69
EE,2024-07-02,8.35
FI,2024-07-02,410.64
FR,2024-07-02,1305.42
DE,2024-07-02,2054.89
GR,2024-07-02,326.57
GG,2024-07-02,0.42
HK,2024-07-02,103.43
HU,2024-07-02,14.07
IS,2024-07-02,16.6
IE,2024-07-02,147.53
IM,2024-07-02,0.11
IL,2024-07-02,38.28
IT,2024-07-02,800.34
JP,2024-07-02,66.94
JE,2024-07-02,1.8
KR,2024-07-02,52.88
KW,2024-07-02,27.92
LV,2024-07-02,4.34
LI,2024-07-02,0.21
LT,2024-07-02,24.32
LU,2024-07-02,52.24
MO,2024-07-02,0.53
MV,2024-07-02,2.64
MT,2024-07-02,4.12
MC,2024-07-02,2.33
NL,2024-07-02,1057.53
NZ,2024-07-02,19.35
NO,2024-07-02,185.07
OM,2024-07-02,0.63
PL,2024-07-02,18.51
PT,2024-07-02,178.51
QA,2024-07-02,11.63
LC,2024-07-02,0.63
,2024-07-02,0.95
RS,2024-07-02,9.62
SG,2024-07-02,77.73
SK,2024-07-02,11.84
SI,2024-07-02,13.54
ZA,2024-07-02,10.36
ES,2024-07-02,947.76
SE,2024-07-02,5934.75
CH,2024-07-02,248.2
TW,2024-07-02,39.66
,2024-07-02,0.74
AE,2024-07-02,166.88
GB,2024-07-02,6791.14
US,2024-07-02,23068.32
AG,2024-07-03,0.63
AW,2024-07-03,0.63
AU,2024-07-03,413.65
AT,2024-07-03,402.85
BS,2024-07-03,1.89
BB,2024-07-03,1.47
BE,2024-07-03,669.84
,2024-07-03,0.84
CA,2024-07-03,410.19
KY,2024-07-03,2.1
HR,2024-07-03,28.85
CZ,2024-07-03,205.2
DK,2024-07-03,305.18
EE,2024-07-03,11.02
FI,2024-07-03,453.41
FR,2024-07-03,1402.93
DE,2024-07-03,1884.88
GR,2024-07-03,297.2
GG,2024-07-03,0.73
HK,2024-07-03,109.84
HU,2024-07-03,19.72
IS,2024-07-03,13.85
IE,2024-07-03,128.3
IM,2024-07-03,0.63
IL,2024-07-03,44.48
IT,2024-07-03,764.25
JP,2024-07-03,66.2
JE,2024-07-03,0.94
KR,2024-07-03,56.86
KW,2024-07-03,33.47
LV,2024-07-03,7.34
LI,2024-07-03,0.31
LT,2024-07-03,26.96
LU,2024-07-03,42.07
MO,2024-07-03,0.84
MV,2024-07-03,2.2
MT,2024-07-03,9.13
MC,2024-07-03,4.83
NL,2024-07-03,1002.92
NZ,2024-07-03,12.06
NO,2024-07-03,222.51
OM,2024-07-03,1.99
PL,2024-07-03,27.8
PT,2024-07-03,194.6
QA,2024-07-03,13.74
LC,2024-07-03,0.21
,2024-07-03,1.26
RS,2024-07-03,10.07
SG,2024-07-03,92.74
SK,2024-07-03,19.09
SI,2024-07-03,18.78
ZA,2024-07-03,17.1
ES,2024-07-03,878.18
SE,2024-07-03,5455.84
CH,2024-07-03,311.79
TW,2024-07-03,42.59
,2024-07-03,0.52
AE,2024-07-03,204.05
GB,2024-07-03,6413.43
US,2024-07-03,23189.55
AG,2024-07-04,0.32
AW,2024-07-04,0.95
AU,2024-07-04,415.36
AT,2024-07-04,444.99
BS,2024-07-04,1.79
BB,2024-07-04,1.37
BE,2024-07-04,636.86
,2024-07-04,1.37
CA,2024-07-04,387.83
KY,2024-07-04,3.68
HR,2024-07-04,30.58
CZ,2024-07-04,220.55
DK,2024-07-04,371.65
EE,2024-07-04,15.97
FI,2024-07-04,449.93
FR,2024-07-04,1483.98
DE,2024-07-04,2140.91
GR,2024-07-04,374.38
GG,2024-07-04,0.95
HK,2024-07-04,125.35
HU,2024-07-04,33.2
IS,2024-07-04,19.12
IE,2024-07-04,158.24
IM,2024-07-04,0.63
IL,2024-07-04,62.62
IT,2024-07-04,969.95
JP,2024-07-04,81.33
JE,2024-07-04,2.94
KR,2024-07-04,65.67
KW,2024-07-04,37.62
LV,2024-07-04,14.19
LI,2024-07-04,1.26
LT,2024-07-04,40.45
LU,2024-07-04,40.45
MO,2024-07-04,1.16
MV,2024-07-04,2.73
MT,2024-07-04,7.78
MC,2024-07-04,3.15
NL,2024-07-04,1080.18
NZ,2024-07-04,20.28
NO,2024-07-04,234.74
OM,2024-07-04,2.42
PL,2024-07-04,61.89
PT,2024-07-04,222.65
QA,2024-07-04,14.82
LC,2024-07-04,0.63
,2024-07-04,0.95
RS,2024-07-04,9.14
SG,2024-07-04,87.74
SK,2024-07-04,20.59
SI,2024-07-04,16.39
ZA,2024-07-04,32.36
ES,2024-07-04,1043.5
SE,2024-07-04,6856.38
CH,2024-07-04,323.95
TW,2024-07-04,55.69
,2024-07-04,0.53
AE,2024-07-04,201.95
GB,2024-07-04,6841.98
US,2024-07-04,20693.02
AG,2024-07-05,0.31
AW,2024-07-05,0.62
AU,2024-07-05,679.99
AT,2024-07-05,469.66
BS,2024-07-05,1.45
BB,2024-07-05,1.65
BE,2024-07-05,727.86
,2024-07-05,0.83
CA,2024-07-05,559.42
KY,2024-07-05,2.07
HR,2024-07-05,46.22
CZ,2024-07-05,226.46
DK,2024-07-05,449.91
EE,2024-07-05,20.47
FI,2024-07-05,512.16
FR,2024-07-05,1768.21
DE,2024-07-05,2085.35
GR,2024-07-05,408.55
GG,2024-07-05,1.14
HK,2024-07-05,172.48
HU,2024-07-05,81.38
IS,2024-07-05,42.6
IE,2024-07-05,196.88
IM,2024-07-05,1.14
IL,2024-07-05,107.02
IT,2024-07-05,1002.19
JP,2024-07-05,137.73
JE,2024-07-05,3.72
KR,2024-07-05,139.39
KW,2024-07-05,47.57
LV,2024-07-05,13.13
LI,2024-07-05,0.72
LT,2024-07-05,80.45
LU,2024-07-05,45.19
MO,2024-07-05,1.03
MV,2024-07-05,2.69
MT,2024-07-05,8.48
MC,2024-07-05,3.31
NL,2024-07-05,1143.13
NZ,2024-07-05,30.71
NO,2024-07-05,230.69
OM,2024-07-05,2.07
PL,2024-07-05,92.86
PT,2024-07-05,236.38
QA,2024-07-05,25.23
LC,2024-07-05,0.31
,2024-07-05,0.72
RS,2024-07-05,14.37
SG,2024-07-05,146.21
SK,2024-07-05,19.96
SI,2024-07-05,23.99
ZA,2024-07-05,48.5
ES,2024-07-05,1176.64
SE,2024-07-05,7565.78
CH,2024-07-05,390.14
TW,2024-07-05,96.68
