Market,Date,Total Spend,Ad Spend,FB Spend
CL,2024-03-02,1.86,0.56,1.31
CN,2024-03-02,1.55,0.47,1.09
CO,2024-03-02,3.83,1.15,2.68
,2024-03-02,0.0,0.0,0.0
CR,2024-03-02,1.35,0.4,0.94
HR,2024-03-02,68.06,20.42,47.64
CW,2024-03-02,1.24,0.37,0.87
CY,2024-03-02,49.52,14.86,34.66
CZ,2024-03-02,176.74,53.02,123.72
CI,2024-03-02,0.0,0.0,0.0
DK,2024-03-02,478.0,143.4,334.6
DM,2024-03-02,0.41,0.12,0.29
DO,2024-03-02,42.37,12.71,29.66
EC,2024-03-02,0.0,0.0,0.0
EG,2024-03-02,0.93,0.28,0.65
SV,2024-03-02,0.1,0.03,0.07
EE,2024-03-02,46.83,14.05,32.78
FO,2024-03-02,0.93,0.28,0.65
FI,2024-03-02,242.83,72.85,169.98
FR,2024-03-02,1082.28,324.68,757.6
GE,2024-03-02,9.01,2.7,6.31
DE,2024-03-02,1676.41,502.92,1173.49
GH,2024-03-02,0.1,0.03,0.07
GI,2024-03-02,1.45,0.44,1.02
GR,2024-03-02,175.18,52.55,122.63
GD,2024-03-02,0.31,0.09,0.22
GP,2024-03-02,4.45,1.34,3.12
GU,2024-03-02,0.31,0.09,0.22
GT,2024-03-02,0.83,0.25,0.58
GG,2024-03-02,5.18,1.55,3.63
GN,2024-03-02,0.0,0.0,0.0
HT,2024-03-02,13.16,3.95,9.21
HN,2024-03-02,0.1,0.03,0.07
HK,2024-03-02,152.5,45.75,106.75
HU,2024-03-02,95.41,28.62,66.79
IS,2024-03-02,46.1,13.83,32.27
ID,2024-03-02,7.67,2.3,5.37
IQ,2024-03-02,0.0,0.0,0.0
IE,2024-03-02,156.33,46.9,109.43
IM,2024-03-02,2.07,0.62,1.45
IL,2024-03-02,44.65,13.4,31.26
IT,2024-03-02,488.46,146.54,341.92
JM,2024-03-02,5.18,1.55,3.63
JP,2024-03-02,163.48,49.04,114.43
JE,2024-03-02,16.58,4.97,11.6
JO,2024-03-02,0.52,0.16,0.36
KZ,2024-03-02,0.1,0.03,0.07
KE,2024-03-02,0.1,0.03,0.07
KR,2024-03-02,244.8,73.44,171.36
RS,2024-03-02,2.9,0.87,2.03
KW,2024-03-02,64.13,19.24,44.89
LV,2024-03-02,73.04,21.91,51.13
LB,2024-03-02,0.62,0.19,0.44
LR,2024-03-02,0.0,0.0,0.0
LY,2024-03-02,0.0,0.0,0.0
LI,2024-03-02,0.41,0.12,0.29
LT,2024-03-02,120.48,36.15,84.34
LU,2024-03-02,32.63,9.79,22.84
MO,2024-03-02,2.8,0.84,1.96
MK,2024-03-02,3.83,1.15,2.68
MY,2024-03-02,1.24,0.37,0.87
MV,2024-03-02,3.73,1.12,2.61
MT,2024-03-02,13.36,4.01,9.35
MQ,2024-03-02,2.07,0.62,1.45
MU,2024-03-02,0.0,0.0,0.0
MX,2024-03-02,67.03,20.11,46.92
MD,2024-03-02,10.26,3.08,7.18
MC,2024-03-02,14.19,4.26,9.93
ME,2024-03-02,5.49,1.65,3.84
MS,2024-03-02,0.0,0.0,0.0
MA,2024-03-02,0.93,0.28,0.65
MM,2024-03-02,0.0,0.0,0.0
,2024-03-02,0.1,0.03,0.07
NP,2024-03-02,0.1,0.03,0.07
NL,2024-03-02,761.34,228.4,532.94
NC,2024-03-02,0.1,0.03,0.07
NZ,2024-03-02,78.73,23.62,55.11
NI,2024-03-02,0.0,0.0,0.0
NG,2024-03-02,0.0,0.0,0.0
NO,2024-03-02,424.02,127.21,296.82
OM,2024-03-02,4.66,1.4,3.26
,2024-03-02,0.31,0.09,0.22
PA,2024-03-02,1.55,0.47,1.09
PY,2024-03-02,0.21,0.06,0.15
PE,2024-03-02,1.97,0.59,1.38
PH,2024-03-02,2.07,0.62,1.45
PL,2024-03-02,261.27,78.38,182.89
PT,2024-03-02,215.38,64.61,150.77
PR,2024-03-02,38.12,11.44,26.69
QA,2024-03-02,42.47,12.74,29.73
RO,2024-03-02,107.12,32.14,74.98
RE,2024-03-02,0.0,0.0,0.0
KN,2024-03-02,0.93,0.28,0.65
LC,2024-03-02,0.41,0.12,0.29
,2024-03-02,1.66,0.5,1.16
,2024-03-02,0.73,0.22,0.51
,2024-03-02,0.83,0.25,0.58
SM,2024-03-02,0.21,0.06,0.15
SA,2024-03-02,47.97,14.39,33.58
SN,2024-03-02,0.1,0.03,0.07
RS,2024-03-02,27.04,8.11,18.93
SC,2024-03-02,0.52,0.16,0.36
SG,2024-03-02,169.8,50.94,118.86
,2024-03-02,0.83,0.25,0.58
SK,2024-03-02,61.02,18.31,42.71
SI,2024-03-02,62.05,18.62,43.44
ZA,2024-03-02,19.48,5.84,13.63
ES,2024-03-02,884.41,265.32,619.09
LK,2024-03-02,0.1,0.03,0.07
SJ,2024-03-02,0.1,0.03,0.07
SE,2024-03-02,6725.13,2017.54,4707.59
CH,2024-03-02,638.99,191.7,447.29
TW,2024-03-02,85.05,25.52,59.54
TZ,2024-03-02,0.0,0.0,0.0
TH,2024-03-02,1.45,0.44,1.02
TT,2024-03-02,5.28,1.59,3.7
TN,2024-03-02,0.62,0.19,0.44
TR,2024-03-02,204.19,61.26,142.93
,2024-03-02,1.35,0.4,0.94
AE,2024-03-02,198.18,59.45,138.73
GB,2024-03-02,2727.72,818.32,1909.4
US,2024-03-02,14773.3,4431.99,10341.31
UY,2024-03-02,0.21,0.06,0.15
UZ,2024-03-02,0.0,0.0,0.0
VE,2024-03-02,0.93,0.28,0.65
VN,2024-03-02,0.31,0.09,0.22
,2024-03-02,2.38,0.71,1.67
AL,2024-03-03,14.54,4.36,10.18
DZ,2024-03-03,0.21,0.06,0.14
AD,2024-03-03,1.86,0.56,1.3
AO,2024-03-03,0.0,0.0,0.0
AG,2024-03-03,1.03,0.31,0.72
AR,2024-03-03,1.24,0.37,0.87
AM,2024-03-03,0.72,0.22,0.51
AW,2024-03-03,0.83,0.25,0.58
AU,2024-03-03,882.71,264.81,617.9
AT,2024-03-03,247.44,74.23,173.21
AZ,2024-03-03,7.01,2.1,4.91
BS,2024-03-03,9.08,2.72,6.35
BH,2024-03-03,8.35,2.51,5.85
BD,2024-03-03,0.1,0.03,0.07
BB,2024-03-03,2.06,0.62,1.44
BY,2024-03-03,6.7,2.01,4.69
BE,2024-03-03,320.47,96.14,224.33
BM,2024-03-03,0.31,0.09,0.22
,2024-03-03,2.58,0.77,1.81
BA,2024-03-03,4.95,1.49,3.47
BW,2024-03-03,0.0,0.0,0.0
BR,2024-03-03,13.31,3.99,9.31
,2024-03-03,0.62,0.19,0.43
BN,2024-03-03,0.1,0.03,0.07
BG,2024-03-03,33.01,9.9,23.1
BF,2024-03-03,0.21,0.06,0.14
BI,2024-03-03,0.0,0.0,0.0
KH,2024-03-03,0.1,0.03,0.07
CA,2024-03-03,477.35,143.21,334.15
,2024-03-03,0.0,0.0,0.0
KY,2024-03-03,5.78,1.73,4.04
CL,2024-03-03,0.62,0.19,0.43
CN,2024-03-03,4.74,1.42,3.32
CO,2024-03-03,3.92,1.18,2.74
,2024-03-03,0.0,0.0,0.0
CR,2024-03-03,1.86,0.56,1.3
HR,2024-03-03,68.38,20.52,47.87
CW,2024-03-03,1.55,0.46,1.08
CY,2024-03-03,35.38,10.61,24.76
CZ,2024-03-03,131.61,39.48,92.13
CI,2024-03-03,0.0,0.0,0.0
DK,2024-03-03,451.26,135.38,315.88
DM,2024-03-03,0.31,0.09,0.22
DO,2024-03-03,36.72,11.02,25.7
EC,2024-03-03,1.34,0.4,0.94
EG,2024-03-03,2.06,0.62,1.44
SV,2024-03-03,0.52,0.15,0.36
EE,2024-03-03,29.91,8.97,20.94
ET,2024-03-03,0.41,0.12,0.29
FO,2024-03-03,0.93,0.28,0.65
FJ,2024-03-03,0.0,0.0,0.0
FI,2024-03-03,161.63,48.49,113.14
FR,2024-03-03,848.26,254.48,593.78
GE,2024-03-03,13.0,3.9,9.1
DE,2024-03-03,1386.77,416.03,970.74
GH,2024-03-03,0.0,0.0,0.0
GI,2024-03-03,1.03,0.31,0.72
GR,2024-03-03,172.77,51.83,120.94
GD,2024-03-03,0.21,0.06,0.14
GP,2024-03-03,4.13,1.24,2.89
GU,2024-03-03,0.52,0.15,0.36
GT,2024-03-03,0.83,0.25,0.58
GG,2024-03-03,4.23,1.27,2.96
GN,2024-03-03,0.0,0.0,0.0
HT,2024-03-03,10.31,3.09,7.22
HN,2024-03-03,0.21,0.06,0.14
HK,2024-03-03,112.53,33.76,78.77
HU,2024-03-03,70.65,21.2,49.46
IS,2024-03-03,51.47,15.44,36.03
ID,2024-03-03,8.05,2.41,5.63
IQ,2024-03-03,0.0,0.0,0.0
IE,2024-03-03,158.33,47.5,110.83
IM,2024-03-03,2.37,0.71,1.66
IL,2024-03-03,62.3,18.69,43.61
IT,2024-03-03,544.29,163.29,381.0
JM,2024-03-03,4.23,1.27,2.96
JP,2024-03-03,145.85,43.75,102.09
JE,2024-03-03,11.35,3.4,7.94
JO,2024-03-03,1.24,0.37,0.87
KZ,2024-03-03,0.52,0.15,0.36
KE,2024-03-03,0.31,0.09,0.22
KR,2024-03-03,252.19,75.66,176.53
RS,2024-03-03,2.48,0.74,1.73
KW,2024-03-03,77.26,23.18,54.08
LV,2024-03-03,34.45,10.34,24.12
LB,2024-03-03,1.55,0.46,1.08
LR,2024-03-03,0.0,0.0,0.0
LY,2024-03-03,0.0,0.0,0.0
LI,2024-03-03,0.62,0.19,0.43
LT,2024-03-03,82.72,24.82,57.91
LU,2024-03-03,29.09,8.73,20.36
MO,2024-03-03,1.55,0.46,1.08
MK,2024-03-03,3.92,1.18,2.74
MG,2024-03-03,0.21,0.06,0.14
MY,2024-03-03,4.54,1.36,3.18
MV,2024-03-03,4.23,1.27,2.96
MT,2024-03-03,10.73,3.22,7.51
MQ,2024-03-03,3.2,0.96,2.24
MU,2024-03-03,0.1,0.03,0.07
MX,2024-03-03,49.51,14.85,34.66
MD,2024-03-03,11.04,3.31,7.73
MC,2024-03-03,11.45,3.43,8.01
ME,2024-03-03,6.19,1.86,4.33
MS,2024-03-03,0.0,0.0,0.0
MA,2024-03-03,1.86,0.56,1.3
MM,2024-03-03,0.21,0.06,0.14
,2024-03-03,0.0,0.0,0.0
NP,2024-03-03,0.0,0.0,0.0
NL,2024-03-03,621.55,186.46,435.08
NC,2024-03-03,0.1,0.03,0.07
NZ,2024-03-03,83.03,24.91,58.12
NI,2024-03-03,0.1,0.03,0.07
NG,2024-03-03,0.31,0.09,0.22
NO,2024-03-03,335.01,100.5,234.51
OM,2024-03-03,3.92,1.18,2.74
,2024-03-03,0.1,0.03,0.07
PA,2024-03-03,0.52,0.15,0.36
PY,2024-03-03,2.58,0.77,1.81
PE,2024-03-03,0.31,0.09,0.22
PH,2024-03-03,6.09,1.83,4.26
PL,2024-03-03,216.91,65.07,151.84
PT,2024-03-03,189.27,56.78,132.49
PR,2024-03-03,43.42,13.03,30.4
QA,2024-03-03,42.19,12.66,29.53
RO,2024-03-03,88.91,26.67,62.24
RE,2024-03-03,0.31,0.09,0.22
KN,2024-03-03,1.13,0.34,0.79
LC,2024-03-03,0.21,0.06,0.14
,2024-03-03,0.21,0.06,0.14
,2024-03-03,0.72,0.22,0.51
,2024-03-03,0.83,0.25,0.58
SM,2024-03-03,0.41,0.12,0.29
SA,2024-03-03,126.66,38.0,88.66
SN,2024-03-03,0.1,0.03,0.07
RS,2024-03-03,23.41,7.02,16.39
SC,2024-03-03,0.0,0.0,0.0
SG,2024-03-03,162.04,48.61,113.43
,2024-03-03,1.55,0.46,1.08
SK,2024-03-03,45.8,13.74,32.06
SI,2024-03-03,46.93,14.08,32.85
ZA,2024-03-03,18.05,5.42,12.64
ES,2024-03-03,752.44,225.73,526.71
LK,2024-03-03,0.41,0.12,0.29
SJ,2024-03-03,0.1,0.03,0.07
SE,2024-03-03,4839.53,1451.86,3387.67
CH,2024-03-03,630.42,189.13,441.29
TW,2024-03-03,65.29,19.59,45.7
TH,2024-03-03,6.81,2.04,4.77
TT,2024-03-03,4.44,1.33,3.1
TN,2024-03-03,0.83,0.25,0.58
TR,2024-03-03,138.01,41.4,96.6
,2024-03-03,1.44,0.43,1.01
AE,2024-03-03,281.38,84.41,196.96
GB,2024-03-03,2372.21,711.66,1660.55
US,2024-03-03,13006.28,3901.88,9104.39
UY,2024-03-03,0.0,0.0,0.0
UZ,2024-03-03,0.1,0.03,0.07
VU,2024-03-03,0.0,0.0,0.0
VE,2024-03-03,3.61,1.08,2.53
VN,2024-03-03,0.52,0.15,0.36
,2024-03-03,1.65,0.5,1.16
ZW,2024-03-03,0.0,0.0,0.0
US,2024-03-12,47.18,14.16,33.03
US,2024-03-13,97.91,29.37,68.54
US,2024-03-14,42.33,12.7,29.63
US,2024-03-15,162.2,48.66,113.54
US,2024-03-16,111.76,33.53,78.23
US,2024-03-17,247.78,74.33,173.44
AU,2024-03-11,935.51,280.65,654.86
AT,2024-03-11,354.26,106.28,247.98
BE,2024-03-11,531.49,159.45,372.05
CA,2024-03-11,609.82,182.95,426.87
DK,2024-03-11,333.07,99.92,233.15
FI,2024-03-11,197.2,59.16,138.04
FR,2024-03-11,1328.27,398.48,929.79
DE,2024-03-11,1576.56,472.97,1103.59
IT,2024-03-11,441.29,132.39,308.9
MX,2024-03-11,1960.62,588.18,1372.43
MC,2024-03-11,7.17,2.15,5.02
NL,2024-03-11,712.41,213.72,498.69
NO,2024-03-11,266.41,79.92,186.49
ES,2024-03-11,701.05,210.31,490.73
CH,2024-03-11,693.27,207.98,485.29
GB,2024-03-11,1963.79,589.14,1374.65
US,2024-03-11,11062.96,3318.89,7744.07
,2024-03-11,0.1,0.03,0.07
AU,2024-03-12,905.92,271.78,634.14
AT,2024-03-12,298.05,89.41,208.63
BE,2024-03-12,474.2,142.26,331.94
CA,2024-03-12,580.74,174.22,406.52
DK,2024-03-12,320.46,96.14,224.32
FI,2024-03-12,190.89,57.27,133.62
FR,2024-03-12,1038.87,311.66,727.21
DE,2024-03-12,1434.97,430.49,1004.48
IT,2024-03-12,389.35,116.8,272.54
MX,2024-03-12,1980.92,594.28,1386.64
MC,2024-03-12,7.37,2.21,5.16
NL,2024-03-12,576.75,173.03,403.73
NO,2024-03-12,262.23,78.67,183.56
ES,2024-03-12,661.71,198.51,463.19
SE,2024-03-12,275.02,82.51,192.51
CH,2024-03-12,548.91,164.67,384.24
GB,2024-03-12,1950.01,585.0,1365.01
US,2024-03-12,4463.46,1339.04,3124.42
,2024-03-12,0.1,0.03,0.07
AU,2024-03-13,1140.88,342.26,798.62
AT,2024-03-13,522.15,156.65,365.51
BE,2024-03-13,662.78,198.83,463.95
CA,2024-03-13,957.53,287.26,670.27
DK,2024-03-13,419.13,125.74,293.39
FI,2024-03-13,262.45,78.74,183.72
FR,2024-03-13,1822.06,546.62,1275.44
DE,2024-03-13,2425.87,727.76,1698.11
IT,2024-03-13,721.34,216.4,504.94
MX,2024-03-13,932.9,279.87,653.03
MC,2024-03-13,25.35,7.6,17.74
NL,2024-03-13,967.65,290.29,677.35
NO,2024-03-13,388.78,116.63,272.14
ES,2024-03-13,992.38,297.71,694.67
SE,2024-03-13,4523.77,1357.13,3166.64
CH,2024-03-13,1292.75,387.83,904.93
GB,2024-03-13,2611.26,783.38,1827.88
US,2024-03-13,4346.65,1304.0,3042.66
AD,2024-03-14,0.0,0.0,0.0
AU,2024-03-14,705.66,211.7,493.96
AT,2024-03-14,226.04,67.81,158.23
BS,2024-03-14,0.0,0.0,0.0
BH,2024-03-14,0.1,0.03,0.07
BE,2024-03-14,266.31,79.89,186.41
BT,2024-03-14,0.0,0.0,0.0
BA,2024-03-14,0.1,0.03,0.07
BG,2024-03-14,0.0,0.0,0.0
CA,2024-03-14,412.03,123.61,288.42
KY,2024-03-14,0.21,0.06,0.14
HR,2024-03-14,0.1,0.03,0.07
CW,2024-03-14,0.0,0.0,0.0
CY,2024-03-14,0.0,0.0,0.0
CZ,2024-03-14,0.31,0.09,0.22
DK,2024-03-14,161.56,48.47,113.09
FI,2024-03-14,108.26,32.48,75.78
FR,2024-03-14,865.78,259.73,606.04
GE,2024-03-14,0.0,0.0,0.0
DE,2024-03-14,1081.89,324.57,757.32
GI,2024-03-14,0.0,0.0,0.0
GR,2024-03-14,0.62,0.19,0.43
GG,2024-03-14,0.0,0.0,0.0
HK,2024-03-14,0.93,0.28,0.65
HU,2024-03-14,0.0,0.0,0.0
IS,2024-03-14,0.31,0.09,0.22
IE,2024-03-14,1.45,0.43,1.01
IT,2024-03-14,363.08,108.92,254.15
JP,2024-03-14,0.52,0.16,0.36
JE,2024-03-14,0.0,0.0,0.0
KR,2024-03-14,0.93,0.28,0.65
KW,2024-03-14,0.0,0.0,0.0
LV,2024-03-14,0.21,0.06,0.14
LT,2024-03-14,0.1,0.03,0.07
LU,2024-03-14,0.0,0.0,0.0
MK,2024-03-14,0.0,0.0,0.0
MT,2024-03-14,0.0,0.0,0.0
MC,2024-03-14,11.07,3.32,7.75
ME,2024-03-14,0.0,0.0,0.0
NL,2024-03-14,397.96,119.39,278.57
NO,2024-03-14,162.81,48.84,113.96
PL,2024-03-14,1.04,0.31,0.72
PT,2024-03-14,0.31,0.09,0.22
QA,2024-03-14,2.07,0.62,1.45
RO,2024-03-14,0.1,0.03,0.07
,2024-03-14,0.0,0.0,0.0
SA,2024-03-14,0.21,0.06,0.14
RS,2024-03-14,0.1,0.03,0.07
SG,2024-03-14,0.0,0.0,0.0
SK,2024-03-14,0.21,0.06,0.14
SI,2024-03-14,2.07,0.62,1.45
ZA,2024-03-14,0.0,0.0,0.0
ES,2024-03-14,545.03,163.51,381.52
SE,2024-03-14,5360.78,1608.23,3752.55
CH,2024-03-14,542.96,162.89,380.07
TW,2024-03-14,0.41,0.12,0.29
TR,2024-03-14,0.41,0.12,0.29
AE,2024-03-14,0.83,0.25,0.58
GB,2024-03-14,1069.05,320.72,748.34
US,2024-03-14,8124.23,2437.27,5686.96
AL,2024-03-15,1.24,0.37,0.87
AD,2024-03-15,0.41,0.12,0.29
AG,2024-03-15,0.21,0.06,0.15
AW,2024-03-15,0.21,0.06,0.15
AU,2024-03-15,1248.0,374.4,873.6
AT,2024-03-15,70.33,21.1,49.23
AZ,2024-03-15,1.24,0.37,0.87
BS,2024-03-15,2.49,0.75,1.74
BH,2024-03-15,9.01,2.7,6.31
BB,2024-03-15,0.52,0.16,0.36
BE,2024-03-15,103.47,31.04,72.43
BT,2024-03-15,0.73,0.22,0.51
BA,2024-03-15,1.35,0.4,0.94
,2024-03-15,0.0,0.0,0.0
BG,2024-03-15,6.01,1.8,4.21
KY,2024-03-15,4.35,1.31,3.05
HR,2024-03-15,16.78,5.03,11.75
CW,2024-03-15,0.52,0.16,0.36
CY,2024-03-15,8.49,2.55,5.95
CZ,2024-03-15,30.35,9.1,21.24
DK,2024-03-15,111.76,33.53,78.23
EE,2024-03-15,10.98,3.29,7.69
FO,2024-03-15,0.1,0.03,0.07
FJ,2024-03-15,0.21,0.06,0.15
FI,2024-03-15,65.25,19.58,45.68
FR,2024-03-15,1722.59,516.78,1205.81
PF,2024-03-15,0.1,0.03,0.07
GE,2024-03-15,4.04,1.21,2.83
DE,2024-03-15,2274.76,682.43,1592.33
GI,2024-03-15,0.83,0.25,0.58
GR,2024-03-15,36.67,11.0,25.67
GD,2024-03-15,0.1,0.03,0.07
GP,2024-03-15,0.52,0.16,0.36
GG,2024-03-15,1.55,0.47,1.09
HK,2024-03-15,69.71,20.91,48.8
HU,2024-03-15,23.62,7.08,16.53
IS,2024-03-15,15.33,4.6,10.73
IE,2024-03-15,51.79,15.54,36.25
IM,2024-03-15,0.21,0.06,0.15
IT,2024-03-15,105.44,31.63,73.81
JM,2024-03-15,0.1,0.03,0.07
JP,2024-03-15,48.16,14.45,33.71
JE,2024-03-15,1.76,0.53,1.23
KR,2024-03-15,45.47,13.64,31.83
RS,2024-03-15,0.62,0.19,0.44
KW,2024-03-15,32.52,9.76,22.77
LV,2024-03-15,16.26,4.88,11.38
LI,2024-03-15,0.0,0.0,0.0
LT,2024-03-15,23.72,7.12,16.6
LU,2024-03-15,6.84,2.05,4.79
MO,2024-03-15,2.07,0.62,1.45
MK,2024-03-15,1.04,0.31,0.73
MV,2024-03-15,2.28,0.68,1.6
MT,2024-03-15,4.76,1.43,3.34
MQ,2024-03-15,0.62,0.19,0.44
MC,2024-03-15,3.94,1.18,2.76
ME,2024-03-15,2.07,0.62,1.45
NL,2024-03-15,987.3,296.19,691.11
NZ,2024-03-15,32.94,9.88,23.06
NO,2024-03-15,127.61,38.28,89.32
OM,2024-03-15,3.11,0.93,2.18
PL,2024-03-15,49.3,14.79,34.51
PT,2024-03-15,48.78,14.64,34.15
QA,2024-03-15,22.17,6.65,15.52
RO,2024-03-15,26.72,8.02,18.71
KN,2024-03-15,0.0,0.0,0.0
LC,2024-03-15,0.0,0.0,0.0
,2024-03-15,0.1,0.03,0.07
,2024-03-15,0.21,0.06,0.15
SM,2024-03-15,0.0,0.0,0.0
SA,2024-03-15,29.83,8.95,20.88
RS,2024-03-15,5.8,1.74,4.06
SG,2024-03-15,72.81,21.84,50.97
,2024-03-15,0.21,0.06,0.15
SK,2024-03-15,13.36,4.01,9.35
SI,2024-03-15,20.09,6.03,14.07
ZA,2024-03-15,16.37,4.91,11.46
ES,2024-03-15,160.96,48.29,112.67
SJ,2024-03-15,0.0,0.0,0.0
SE,2024-03-15,317.67,95.3,222.37
CH,2024-03-15,948.77,284.63,664.14
TW,2024-03-15,27.03,8.11,18.92
TT,2024-03-15,1.45,0.44,1.02
TR,2024-03-15,43.3,12.99,30.31
,2024-03-15,0.21,0.06,0.15
AE,2024-03-15,540.78,162.23,378.54
GB,2024-03-15,3052.72,915.82,2136.91
US,2024-03-15,17950.93,5385.28,12565.65
VU,2024-03-15,0.21,0.06,0.15
,2024-03-15,0.1,0.03,0.07
AL,2024-03-16,12.01,3.6,8.41
AD,2024-03-16,4.14,1.24,2.9
AG,2024-03-16,2.07,0.62,1.45
AW,2024-03-16,1.66,0.5,1.16
AU,2024-03-16,4618.39,1385.52,3232.88
AT,2024-03-16,673.98,202.19,471.78
AZ,2024-03-16,10.56,3.17,7.4
BS,2024-03-16,9.94,2.98,6.96
BH,2024-03-16,61.42,18.43,42.99
BB,2024-03-16,4.87,1.46,3.41
BE,2024-03-16,877.4,263.22,614.18
BT,2024-03-16,14.4,4.32,10.08
BA,2024-03-16,7.56,2.27,5.29
,2024-03-16,2.49,0.75,1.74
BG,2024-03-16,31.49,9.45,22.04
CA,2024-03-16,1282.28,384.68,897.6
KY,2024-03-16,15.54,4.66,10.88
HR,2024-03-16,94.46,28.34,66.12
CW,2024-03-16,3.94,1.18,2.76
CY,2024-03-16,82.45,24.73,57.71
CZ,2024-03-16,233.26,69.98,163.28
DK,2024-03-16,831.83,249.55,582.28
EE,2024-03-16,84.31,25.29,59.02
FO,2024-03-16,2.38,0.71,1.67
FJ,2024-03-16,5.39,1.62,3.77
FI,2024-03-16,481.94,144.58,337.36
FR,2024-03-16,2237.47,671.24,1566.23
PF,2024-03-16,2.69,0.81,1.89
GE,2024-03-16,45.16,13.55,31.61
DE,2024-03-16,4788.47,1436.54,3351.93
GI,2024-03-16,3.94,1.18,2.76
GR,2024-03-16,196.28,58.88,137.39
GD,2024-03-16,1.76,0.53,1.23
GP,2024-03-16,3.0,0.9,2.1
GG,2024-03-16,7.98,2.39,5.58
HK,2024-03-16,834.31,250.29,584.02
HU,2024-03-16,110.62,33.19,77.43
IS,2024-03-16,67.01,20.1,46.91
IE,2024-03-16,300.37,90.11,210.26
IM,2024-03-16,2.49,0.75,1.74
IT,2024-03-16,569.57,170.87,398.7
JM,2024-03-16,8.18,2.45,5.73
JP,2024-03-16,514.36,154.31,360.05
JE,2024-03-16,19.16,5.75,13.41
KR,2024-03-16,709.3,212.79,496.51
RS,2024-03-16,7.77,2.33,5.44
KW,2024-03-16,273.44,82.03,191.41
LV,2024-03-16,77.16,23.15,54.02
LI,2024-03-16,0.62,0.19,0.44
LT,2024-03-16,141.38,42.41,98.97
LU,2024-03-16,55.1,16.53,38.57
MO,2024-03-16,10.88,3.26,7.61
MK,2024-03-16,6.42,1.93,4.5
MV,2024-03-16,10.88,3.26,7.61
MT,2024-03-16,21.54,6.46,15.08
MQ,2024-03-16,2.59,0.78,1.81
MC,2024-03-16,22.48,6.74,15.73
ME,2024-03-16,6.53,1.96,4.57
MS,2024-03-16,0.0,0.0,0.0
NL,2024-03-16,1775.83,532.75,1243.08
NZ,2024-03-16,219.17,65.75,153.42
NO,2024-03-16,715.92,214.78,501.15
OM,2024-03-16,24.24,7.27,16.97
PL,2024-03-16,298.72,89.61,209.1
PT,2024-03-16,271.48,81.44,190.03
QA,2024-03-16,181.88,54.56,127.32
RO,2024-03-16,122.32,36.7,85.63
KN,2024-03-16,0.41,0.12,0.29
LC,2024-03-16,1.04,0.31,0.73
,2024-03-16,1.35,0.4,0.94
,2024-03-16,2.18,0.65,1.52
SM,2024-03-16,1.04,0.31,0.73
SA,2024-03-16,186.23,55.87,130.36
RS,2024-03-16,49.61,14.88,34.73
SG,2024-03-16,947.42,284.23,663.19
,2024-03-16,2.38,0.71,1.67
SK,2024-03-16,90.94,27.28,63.66
SI,2024-03-16,94.98,28.49,66.49
ZA,2024-03-16,103.37,31.01,72.36
ES,2024-03-16,1305.07,391.52,913.55
SJ,2024-03-16,0.83,0.25,0.58
SE,2024-03-16,1999.24,599.77,1399.47
CH,2024-03-16,2108.1,632.43,1475.67
TW,2024-03-16,369.36,110.81,258.55
TT,2024-03-16,9.74,2.92,6.82
TR,2024-03-16,416.28,124.88,291.39
,2024-03-16,8.08,2.42,5.66
AE,2024-03-16,1050.37,315.11,735.26
GB,2024-03-16,7320.1,2196.03,5124.07
US,2024-03-16,47232.25,14169.68,33062.58
VU,2024-03-16,1.86,0.56,1.31
,2024-03-16,1.97,0.59,1.38
,2024-03-16,0.73,0.22,0.51
AL,2024-03-17,22.7,6.81,15.89
AD,2024-03-17,4.25,1.28,2.98
AG,2024-03-17,4.25,1.28,2.98
AW,2024-03-17,3.42,1.03,2.39
AU,2024-03-17,8620.41,2586.12,6034.29
AT,2024-03-17,590.63,177.19,413.44
AZ,2024-03-17,28.2,8.46,19.74
BS,2024-03-17,16.9,5.07,11.83
BH,2024-03-17,78.9,23.67,55.23
BB,2024-03-17,13.06,3.92,9.14
BE,2024-03-17,783.66,235.1,548.56
BT,2024-03-17,30.07,9.02,21.05
BA,2024-03-17,15.76,4.73,11.03
,2024-03-17,4.15,1.24,2.9
BG,2024-03-17,26.75,8.02,18.72
CA,2024-03-17,3366.99,1010.1,2356.89
KY,2024-03-17,19.18,5.75,13.43
HR,2024-03-17,73.92,22.18,51.74
CW,2024-03-17,8.5,2.55,5.95
CY,2024-03-17,59.51,17.85,41.66
CZ,2024-03-17,164.11,49.23,114.88
DK,2024-03-17,640.91,192.27,448.63
EE,2024-03-17,56.61,16.98,39.62
FO,2024-03-17,3.94,1.18,2.76
FJ,2024-03-17,7.05,2.11,4.93
FI,2024-03-17,395.41,118.62,276.79
FR,2024-03-17,1714.86,514.46,1200.4
PF,2024-03-17,3.21,0.96,2.25
GE,2024-03-17,108.55,32.56,75.98
DE,2024-03-17,2939.86,881.96,2057.9
GI,2024-03-17,5.08,1.52,3.56
GR,2024-03-17,142.24,42.67,99.57
GD,2024-03-17,2.49,0.75,1.74
GP,2024-03-17,4.77,1.43,3.34
GG,2024-03-17,16.8,5.04,11.76
HK,2024-03-17,1923.96,577.19,1346.77
HU,2024-03-17,77.96,23.39,54.57
IS,2024-03-17,40.33,12.1,28.23
IE,2024-03-17,223.0,66.9,156.1
